"service_state";"service_icons";"host";"svc_plugin_output";"perfometer"
"OK";"NOT_CSV_EXPORTABLE";"njc1ws009n02.corp.ad.tullib.com";"Processes: 1, Virtual memory: 2.00 TiB, Resident memory: 29.9 MiB, CPU: 0%, Process handles: 1132, Running for: 20 days 11 hours";"1 "
"OK";"NOT_CSV_EXPORTABLE";"njc1ws011n01.corp.ad.tullib.com";"Processes: 1, Virtual memory: 2.00 TiB, Resident memory: 29.6 MiB, CPU: 0.04%, Process handles: 1080, Running for: 20 days 11 hours";"1 "
"OK";"NOT_CSV_EXPORTABLE";"njc1ws011n02.corp.ad.tullib.com";"Processes: 1, Virtual memory: 2.00 TiB, Resident memory: 31.9 MiB, CPU: 0.01%, Process handles: 2672, Running for: 20 days 11 hours";"1 "
"OK";"NOT_CSV_EXPORTABLE";"njc1ws013n01.corp.ad.tullib.com";"Processes: 1, Virtual memory: 2.00 TiB, Resident memory: 30.4 MiB, CPU: 0%, Process handles: 1128, Running for: 20 days 14 hours";"1 "
"OK";"NOT_CSV_EXPORTABLE";"njc1ws013n02.corp.ad.tullib.com";"Processes: 1, Virtual memory: 2.00 TiB, Resident memory: 34.2 MiB, CPU: 0%, Process handles: 2484, Running for: 20 days 14 hours";"1 "
"OK";"NOT_CSV_EXPORTABLE";"njc1ws015n01.corp.ad.tullib.com";"Processes: 1, Virtual memory: 2.00 TiB, Resident memory: 30.2 MiB, CPU: 0%, Process handles: 1016, Running for: 20 days 14 hours";"1 "
"OK";"NOT_CSV_EXPORTABLE";"njc1ws015n02.corp.ad.tullib.com";"Processes: 1, Virtual memory: 2.00 TiB, Resident memory: 33.6 MiB, CPU: 0%, Process handles: 2608, Running for: 20 days 14 hours";"1 "
"OK";"NOT_CSV_EXPORTABLE";"njc1ws025n01.corp.ad.tullib.com";"Processes: 1, Virtual memory: 2.00 TiB, Resident memory: 30.0 MiB, CPU: 0%, Process handles: 1068, Running for: 20 days 11 hours";"1 "
"OK";"NOT_CSV_EXPORTABLE";"njc1ws025n02.corp.ad.tullib.com";"Processes: 1, Virtual memory: 2.00 TiB, Resident memory: 32.8 MiB, CPU: 0%, Process handles: 1950, Running for: 20 days 11 hours";"1 "
"OK";"NOT_CSV_EXPORTABLE";"njc1ws027n01.corp.ad.tullib.com";"Processes: 1, Virtual memory: 2.00 TiB, Resident memory: 29.8 MiB, CPU: 0%, Process handles: 1035, Running for: 20 days 13 hours";"1 "
"OK";"NOT_CSV_EXPORTABLE";"njc1ws027n02.corp.ad.tullib.com";"Processes: 1, Virtual memory: 2.00 TiB, Resident memory: 34.1 MiB, CPU: 0%, Process handles: 1435, Running for: 20 days 13 hours";"1 "
"OK";"NOT_CSV_EXPORTABLE";"njc1ws030n01.corp.ad.tullib.com";"Processes: 1, Virtual memory: 2.00 TiB, Resident memory: 31.0 MiB, CPU: 0.34%, Process handles: 1269, Running for: 20 days 14 hours";"1 "
"OK";"NOT_CSV_EXPORTABLE";"njc1ws030n02.corp.ad.tullib.com";"Processes: 1, Virtual memory: 2.00 TiB, Resident memory: 32.9 MiB, CPU: 0.20%, Process handles: 2825, Running for: 20 days 14 hours";"1 "
"OK";"NOT_CSV_EXPORTABLE";"njc1ws033n01.ebdev.tpebroking.com";"Processes: 1, Virtual memory: 11.1 MiB, Resident memory: 28.7 MiB, CPU: 0%, Process handles: 984, Running for: 20 days 13 hours";"1 "
"OK";"NOT_CSV_EXPORTABLE";"njc1ws033n02.ebdev.tpebroking.com";"Processes: 1, Virtual memory: 15.9 MiB, Resident memory: 34.8 MiB, CPU: 0%, Process handles: 1789, Running for: 20 days 13 hours";"1 "
"OK";"NOT_CSV_EXPORTABLE";"njc1ws041n01.corp.ad.tullib.com";"Processes: 1, Virtual memory: 2.00 TiB, Resident memory: 34.7 MiB, CPU: 0%, Process handles: 2765, Running for: 20 days 12 hours";"1 "
"OK";"NOT_CSV_EXPORTABLE";"njc1ws055n01.corp.ad.tullib.com";"Processes: 1, Virtual memory: 16.2 MiB, Resident memory: 33.1 MiB, CPU: 0.06%, Process handles: 2838, Running for: 20 days 14 hours";"1 "
"OK";"NOT_CSV_EXPORTABLE";"njc1ws4896n01.corp.ad.tullib.com";"Processes: 1, Virtual memory: 2.00 TiB, Resident memory: 33.3 MiB, CPU: 0%, Process handles: 1826, Running for: 20 days 13 hours";"1 "
